SID,DeviceID,ObservationTimestp,LocalTimestp,AirTemperature,BarometricPressure,RelativeHumidity
2024-10-12T08:47:54Z_2hq3byfebne,2hq3byfebne,2024-12-10 08:47:54,12/10/2024 4:47,20.11000061,1016.436563,100
2024-10-12T09:03:22Z_2hq3byfebne,2hq3byfebne,2024-12-10 09:03:22,12/10/2024 5:03,19.92000008,1016.595938,100
2024-10-12T09:18:50Z_2hq3byfebne,2hq3byfebne,2024-12-10 09:18:50,12/10/2024 5:18,19.60000038,1016.64875,100
2024-10-12T09:34:24Z_2hq3byfebne,2hq3byfebne,2024-12-10 09:34:24,12/10/2024 5:34,18.95999908,1016.823594,100
2024-10-12T09:49:46Z_2hq3byfebne,2hq3byfebne,2024-12-10 09:49:46,12/10/2024 5:49,18.54999924,1016.742344,100
2024-10-12T10:05:20Z_2hq3byfebne,2hq3byfebne,2024-12-10 10:05:20,12/10/2024 6:05,18.04999924,1016.932813,100
2024-10-12T10:20:42Z_2hq3byfebne,2hq3byfebne,2024-12-10 10:20:42,12/10/2024 6:20,17.37999916,1016.856172,100
2024-10-12T10:36:10Z_2hq3byfebne,2hq3byfebne,2024-12-10 10:36:10,12/10/2024 6:36,17.17000008,1017.161406,100
2024-10-12T10:51:38Z_2hq3byfebne,2hq3byfebne,2024-12-10 10:51:38,12/10/2024 6:51,16.97999954,1017.32625,100
2024-10-12T11:07:12Z_2hq3byfebne,2hq3byfebne,2024-12-10 11:07:12,12/10/2024 7:07,16.54000092,1017.443203,100
2024-10-12T11:22:34Z_2hq3byfebne,2hq3byfebne,2024-12-10 11:22:34,12/10/2024 7:22,16.71999931,1017.559688,100
2024-10-12T11:38:08Z_2hq3byfebne,2hq3byfebne,2024-12-10 11:38:08,12/10/2024 7:38,16.40999985,1017.5375,100
2024-10-12T11:53:30Z_2hq3byfebne,2hq3byfebne,2024-12-10 11:53:30,12/10/2024 7:53,16.39999962,1017.906094,100
2024-10-12T12:09:00Z_2hq3byfebne,2hq3byfebne,2024-12-10 12:09:00,12/10/2024 8:09,16.06999969,1018.1025,100
2024-10-12T12:24:26Z_2hq3byfebne,2hq3byfebne,2024-12-10 12:24:26,12/10/2024 8:24,16.03000069,1018.189375,100
2024-10-12T12:39:54Z_2hq3byfebne,2hq3byfebne,2024-12-10 12:39:54,12/10/2024 8:39,15.73999977,1018.280469,100
2024-10-12T12:55:23Z_2hq3byfebne,2hq3byfebne,2024-12-10 12:55:23,12/10/2024 8:55,15.57999992,1018.373594,100
2024-10-12T13:10:50Z_2hq3byfebne,2hq3byfebne,2024-12-10 01:10:50,12/10/2024 9:10,15.40999985,1018.404453,100
2024-10-12T13:26:18Z_2hq3byfebne,2hq3byfebne,2024-12-10 01:26:18,12/10/2024 9:26,14.82999992,1018.43625,100
2024-10-12T13:41:46Z_2hq3byfebne,2hq3byfebne,2024-12-10 01:41:46,12/10/2024 9:41,14.78999996,1018.242813,100
2024-10-12T13:57:14Z_2hq3byfebne,2hq3byfebne,2024-12-10 01:57:14,12/10/2024 9:57,14.52000046,1018.069844,100
2024-10-12T14:12:42Z_2hq3byfebne,2hq3byfebne,2024-12-10 02:12:42,12/10/2024 10:12,14.39000034,1017.891797,100
2024-10-12T14:28:10Z_2hq3byfebne,2hq3byfebne,2024-12-10 02:28:10,12/10/2024 10:28,14.43000031,1017.840313,100
2024-10-12T14:43:38Z_2hq3byfebne,2hq3byfebne,2024-12-10 02:43:38,12/10/2024 10:43,14.18000031,1017.712188,100
2024-10-12T14:59:06Z_2hq3byfebne,2hq3byfebne,2024-12-10 02:59:06,12/10/2024 10:59,14.10999966,1017.657734,100
2024-10-12T15:14:34Z_2hq3byfebne,2hq3byfebne,2024-12-10 03:14:34,12/10/2024 11:14,14.10999966,1017.508984,100
2024-10-12T15:30:02Z_2hq3byfebne,2hq3byfebne,2024-12-10 03:30:02,12/10/2024 11:30,13.89999962,1017.424609,100
2024-10-12T15:45:30Z_2hq3byfebne,2hq3byfebne,2024-12-10 03:45:30,12/10/2024 11:45,13.69999981,1017.314609,100
2024-10-12T16:00:59Z_2hq3byfebne,2hq3byfebne,2024-12-10 04:00:59,13/10/2024 12:00,13.93000031,1017.005625,100
2024-10-12T16:16:26Z_2hq3byfebne,2hq3byfebne,2024-12-10 04:16:26,13/10/2024 12:16,13.64000034,1016.928594,100
2024-10-12T16:31:54Z_2hq3byfebne,2hq3byfebne,2024-12-10 04:31:54,13/10/2024 12:31,13.35000038,1016.816484,100
2024-10-12T16:47:22Z_2hq3byfebne,2hq3byfebne,2024-12-10 04:47:22,13/10/2024 12:47,12.93000031,1016.777813,100
2024-10-12T17:02:50Z_2hq3byfebne,2hq3byfebne,2024-12-10 05:02:50,13/10/2024 1:02,13.02000046,1016.773281,100
2024-10-12T17:18:18Z_2hq3byfebne,2hq3byfebne,2024-12-10 05:18:18,13/10/2024 1:18,13.40999985,1016.712656,100
2024-10-12T17:33:46Z_2hq3byfebne,2hq3byfebne,2024-12-10 05:33:46,13/10/2024 1:33,13.10999966,1016.732188,100
2024-10-12T17:49:14Z_2hq3byfebne,2hq3byfebne,2024-12-10 05:49:14,13/10/2024 1:49,12.88000011,1016.559453,100
2024-10-12T18:04:42Z_2hq3byfebne,2hq3byfebne,2024-12-10 06:04:42,13/10/2024 2:04,13.18999958,1016.707031,100
2024-10-12T18:20:16Z_2hq3byfebne,2hq3byfebne,2024-12-10 06:20:16,13/10/2024 2:20,14.05000019,1016.5275,100
2024-10-12T18:35:38Z_2hq3byfebne,2hq3byfebne,2024-12-10 06:35:38,13/10/2024 2:35,14.52999973,1016.503438,100
2024-10-12T18:51:06Z_2hq3byfebne,2hq3byfebne,2024-12-10 06:51:06,13/10/2024 2:51,15.43999958,1016.337656,100
2024-10-12T19:06:34Z_2hq3byfebne,2hq3byfebne,2024-12-10 07:06:34,13/10/2024 3:06,14.89999962,1016.187813,100
2024-10-12T19:22:02Z_2hq3byfebne,2hq3byfebne,2024-12-10 07:22:02,13/10/2024 3:22,15.01000023,1015.979063,100
2024-10-12T19:37:30Z_2hq3byfebne,2hq3byfebne,2024-12-10 07:37:30,13/10/2024 3:37,15.15999985,1015.876953,100
2024-10-12T19:52:58Z_2hq3byfebne,2hq3byfebne,2024-12-10 07:52:58,13/10/2024 3:52,14.85999966,1015.950313,100
2024-10-12T20:08:26Z_2hq3byfebne,2hq3byfebne,2024-12-10 08:08:26,13/10/2024 4:08,14.80000019,1016.106328,100
2024-10-12T20:23:54Z_2hq3byfebne,2hq3byfebne,2024-12-10 08:23:54,13/10/2024 4:23,14.78999996,1016.053828,100
2024-10-12T20:39:22Z_2hq3byfebne,2hq3byfebne,2024-12-10 08:39:22,13/10/2024 4:39,14.80000019,1016.141797,100
2024-10-12T20:54:50Z_2hq3byfebne,2hq3byfebne,2024-12-10 08:54:50,13/10/2024 4:54,14.39999962,1016.369609,100
2024-10-12T21:10:24Z_2hq3byfebne,2hq3byfebne,2024-12-10 09:10:24,13/10/2024 5:10,14.10000038,1016.397578,100
2024-10-12T21:26:04Z_2hq3byfebne,2hq3byfebne,2024-12-10 09:26:04,13/10/2024 5:26,13.93000031,1016.568438,100
2024-10-12T21:41:14Z_2hq3byfebne,2hq3byfebne,2024-12-10 09:41:14,13/10/2024 5:41,14.01000023,1016.745313,100
2024-10-12T21:56:42Z_2hq3byfebne,2hq3byfebne,2024-12-10 09:56:42,13/10/2024 5:56,14.68999958,1016.81375,100
2024-10-12T22:12:10Z_2hq3byfebne,2hq3byfebne,2024-12-10 10:12:10,13/10/2024 6:12,16.17000008,1016.884375,100
2024-10-12T22:27:38Z_2hq3byfebne,2hq3byfebne,2024-12-10 10:27:38,13/10/2024 6:27,18.25,1017.074844,100
2024-10-12T22:43:06Z_2hq3byfebne,2hq3byfebne,2024-12-10 10:43:06,13/10/2024 6:43,20.54999924,1017.169219,100
2024-10-12T22:58:34Z_2hq3byfebne,2hq3byfebne,2024-12-10 10:58:34,13/10/2024 6:58,21.92000008,1017.224219,100
2024-10-12T23:14:02Z_2hq3byfebne,2hq3byfebne,2024-12-10 11:14:02,13/10/2024 7:14,22.03000069,1017.16125,100
2024-10-12T23:29:36Z_2hq3byfebne,2hq3byfebne,2024-12-10 11:29:36,13/10/2024 7:29,24.67000008,1017.044063,88.19042969
2024-10-12T23:44:58Z_2hq3byfebne,2hq3byfebne,2024-12-10 11:44:58,13/10/2024 7:44,27,1017.013125,69.84179688
2024-10-13T00:00:26Z_2hq3byfebne,2hq3byfebne,10/13/2024 12:00:26 ,13/10/2024 8:00,27.02000046,1017.057188,72.05761719
2024-10-13T00:15:54Z_2hq3byfebne,2hq3byfebne,10/13/2024 12:15:54 ,13/10/2024 8:15,28.60000038,1016.943906,61.39160156
2024-10-13T00:31:22Z_2hq3byfebne,2hq3byfebne,10/13/2024 12:31:22 ,13/10/2024 8:31,30.11000061,1016.953906,52.36328125
2024-10-13T00:46:51Z_2hq3byfebne,2hq3byfebne,10/13/2024 12:46:51 ,13/10/2024 8:46,29.88999939,1016.936797,50.06542969
2024-10-13T01:02:24Z_2hq3byfebne,2hq3byfebne,10/13/2024 1:02:24 ,13/10/2024 9:02,28.57999992,1016.970469,57.05175781
2024-10-13T01:17:46Z_2hq3byfebne,2hq3byfebne,10/13/2024 1:17:46 ,13/10/2024 9:17,31.18000031,1016.599453,48.19628906
2024-10-13T01:33:14Z_2hq3byfebne,2hq3byfebne,10/13/2024 1:33:14 ,13/10/2024 9:33,29.39999962,1016.508438,56.28222656
2024-10-13T01:48:42Z_2hq3byfebne,2hq3byfebne,10/13/2024 1:48:42 ,13/10/2024 9:48,31.79999924,1016.416406,45.86914063
2024-10-13T02:04:10Z_2hq3byfebne,2hq3byfebne,10/13/2024 2:04:10 ,13/10/2024 10:04,31.77000046,1016.255781,45.12695313
2024-10-13T02:19:38Z_2hq3byfebne,2hq3byfebne,10/13/2024 2:19:38 ,13/10/2024 10:19,27.71999931,1016.159844,69.83300781
2024-10-13T02:35:07Z_2hq3byfebne,2hq3byfebne,10/13/2024 2:35:07 ,13/10/2024 10:35,30.10000038,1015.886953,55.27148438
2024-10-13T02:50:34Z_2hq3byfebne,2hq3byfebne,10/13/2024 2:50:34 ,13/10/2024 10:50,31.32999992,1015.612656,48.13671875
2024-10-13T03:06:02Z_2hq3byfebne,2hq3byfebne,10/13/2024 3:06:02 ,13/10/2024 11:06,29.15999985,1015.407031,59.48535156
2024-10-13T03:21:30Z_2hq3byfebne,2hq3byfebne,10/13/2024 3:21:30 ,13/10/2024 11:21,30.29999924,1014.999375,53.12011719
2024-10-13T03:36:58Z_2hq3byfebne,2hq3byfebne,10/13/2024 3:36:58 ,13/10/2024 11:36,29.56999969,1014.772266,59.00097656
2024-10-13T03:52:26Z_2hq3byfebne,2hq3byfebne,10/13/2024 3:52:26 ,13/10/2024 11:52,30.12999916,1014.620625,53.4296875
2024-10-13T04:07:54Z_2hq3byfebne,2hq3byfebne,10/13/2024 4:07:54 ,13/10/2024 12:07,30.77000046,1014.392813,54.38183594
2024-10-13T04:23:28Z_2hq3byfebne,2hq3byfebne,10/13/2024 4:23:28 ,13/10/2024 12:23,29.80999947,1014.169531,57.64257813
2024-10-13T04:38:50Z_2hq3byfebne,2hq3byfebne,10/13/2024 4:38:50 ,13/10/2024 12:38,28.48999977,1014.100781,68.22851563
2024-10-13T04:54:18Z_2hq3byfebne,2hq3byfebne,10/13/2024 4:54:18 ,13/10/2024 12:54,28.60000038,1013.856172,80.54003906
2024-10-13T05:09:46Z_2hq3byfebne,2hq3byfebne,10/13/2024 5:09:46 ,13/10/2024 1:09,26.35000038,1013.706094,100
2024-10-13T05:25:14Z_2hq3byfebne,2hq3byfebne,10/13/2024 5:25:14 ,13/10/2024 1:25,25.54000092,1013.78375,100
2024-10-13T05:40:42Z_2hq3byfebne,2hq3byfebne,10/13/2024 5:40:42 ,13/10/2024 1:40,24.67000008,1013.593594,100
2024-10-13T05:56:10Z_2hq3byfebne,2hq3byfebne,10/13/2024 5:56:10 ,13/10/2024 1:56,23.5,1013.549219,100
2024-10-13T06:11:50Z_2hq3byfebne,2hq3byfebne,10/13/2024 6:11:50 ,13/10/2024 2:11,23.53000069,1013.343984,100
2024-10-13T06:27:06Z_2hq3byfebne,2hq3byfebne,10/13/2024 6:27:06 ,13/10/2024 2:27,23.71999931,1013.393516,100
2024-10-13T06:42:34Z_2hq3byfebne,2hq3byfebne,10/13/2024 6:42:34 ,13/10/2024 2:42,23.45000076,1013.408281,100
2024-10-13T06:58:02Z_2hq3byfebne,2hq3byfebne,10/13/2024 6:58:02 ,13/10/2024 2:58,22.68000031,1013.591406,100
2024-10-13T07:13:36Z_2hq3byfebne,2hq3byfebne,10/13/2024 7:13:36 ,13/10/2024 3:13,22.52000046,1013.576016,100
2024-10-13T07:28:58Z_2hq3byfebne,2hq3byfebne,10/13/2024 7:28:58 ,13/10/2024 3:28,22.03000069,1013.672031,100
2024-10-13T07:44:26Z_2hq3byfebne,2hq3byfebne,10/13/2024 7:44:26 ,13/10/2024 3:44,22.02000046,1013.716328,100
2024-10-13T07:59:54Z_2hq3byfebne,2hq3byfebne,10/13/2024 7:59:54 ,13/10/2024 3:59,21.82999992,1013.780938,100
2024-10-13T08:15:22Z_2hq3byfebne,2hq3byfebne,10/13/2024 8:15:22 ,13/10/2024 4:15,21.92000008,1013.841953,100
2024-10-13T08:30:50Z_2hq3byfebne,2hq3byfebne,10/13/2024 8:30:50 ,13/10/2024 4:30,21.54000092,1013.987656,100
2024-10-13T08:46:18Z_2hq3byfebne,2hq3byfebne,10/13/2024 8:46:18 ,13/10/2024 4:46,21.54000092,1013.978828,100
2024-10-13T09:01:52Z_2hq3byfebne,2hq3byfebne,10/13/2024 9:01:52 ,13/10/2024 5:01,21.30999947,1014.19375,100
2024-10-13T09:17:14Z_2hq3byfebne,2hq3byfebne,10/13/2024 9:17:14 ,13/10/2024 5:17,21.38999939,1014.042656,100
2024-10-13T09:32:42Z_2hq3byfebne,2hq3byfebne,10/13/2024 9:32:42 ,13/10/2024 5:32,21.07999992,1014.364375,100
2024-10-13T09:48:10Z_2hq3byfebne,2hq3byfebne,10/13/2024 9:48:10 ,13/10/2024 5:48,20.47999954,1014.359922,100
2024-10-13T10:03:44Z_2hq3byfebne,2hq3byfebne,10/13/2024 10:03:44 ,13/10/2024 6:03,20.02000046,1014.256406,100
2024-10-13T10:19:06Z_2hq3byfebne,2hq3byfebne,10/13/2024 10:19:06 ,13/10/2024 6:19,19.95000076,1014.397813,100
2024-10-13T10:34:34Z_2hq3byfebne,2hq3byfebne,10/13/2024 10:34:34 ,13/10/2024 6:34,19.94000053,1014.468672,100
2024-10-13T10:50:02Z_2hq3byfebne,2hq3byfebne,10/13/2024 10:50:02 ,13/10/2024 6:50,19.76000023,1014.469375,100
2024-10-13T11:05:30Z_2hq3byfebne,2hq3byfebne,10/13/2024 11:05:30 ,13/10/2024 7:05,19.63999939,1014.778438,100
2024-10-13T11:20:58Z_2hq3byfebne,2hq3byfebne,10/13/2024 11:20:58 ,13/10/2024 7:20,19.62999916,1014.813906,100
2024-10-13T11:36:26Z_2hq3byfebne,2hq3byfebne,10/13/2024 11:36:26 ,13/10/2024 7:36,19.27000046,1014.814219,100
2024-10-13T11:51:54Z_2hq3byfebne,2hq3byfebne,10/13/2024 11:51:54 ,13/10/2024 7:51,19.37999916,1014.999688,100
2024-10-13T12:07:22Z_2hq3byfebne,2hq3byfebne,10/13/2024 12:07:22 ,13/10/2024 8:07,18.94000053,1014.858359,100
2024-10-13T12:22:50Z_2hq3byfebne,2hq3byfebne,10/13/2024 12:22:50 ,13/10/2024 8:22,18,1014.970313,100
2024-10-13T12:38:18Z_2hq3byfebne,2hq3byfebne,10/13/2024 12:38:18 ,13/10/2024 8:38,17.29999924,1014.992109,100
2024-10-13T12:53:46Z_2hq3byfebne,2hq3byfebne,10/13/2024 12:53:46 ,13/10/2024 8:53,17.40999985,1015.072031,100
2024-10-13T13:09:14Z_2hq3byfebne,2hq3byfebne,10/13/2024 1:09:14 ,13/10/2024 9:09,17.56999969,1014.950313,100
2024-10-13T13:24:48Z_2hq3byfebne,2hq3byfebne,10/13/2024 1:24:48 ,13/10/2024 9:24,16.92000008,1014.944922,100
2024-10-13T13:40:10Z_2hq3byfebne,2hq3byfebne,10/13/2024 1:40:10 ,13/10/2024 9:40,17.37999916,1014.913359,100
2024-10-13T13:55:38Z_2hq3byfebne,2hq3byfebne,10/13/2024 1:55:38 ,13/10/2024 9:55,17.78000069,1014.828281,100
2024-10-13T14:11:06Z_2hq3byfebne,2hq3byfebne,10/13/2024 2:11:06 ,13/10/2024 10:11,18.14999962,1014.715625,100
2024-10-13T14:26:34Z_2hq3byfebne,2hq3byfebne,10/13/2024 2:26:34 ,13/10/2024 10:26,18.28000069,1014.601484,100
2024-10-13T14:42:02Z_2hq3byfebne,2hq3byfebne,10/13/2024 2:42:02 ,13/10/2024 10:42,18.45000076,1014.593438,100
2024-10-13T14:57:30Z_2hq3byfebne,2hq3byfebne,10/13/2024 2:57:30 ,13/10/2024 10:57,18.25,1014.627891,100
2024-10-13T15:12:58Z_2hq3byfebne,2hq3byfebne,10/13/2024 3:12:58 ,13/10/2024 11:12,18.52000046,1014.531953,100
2024-10-13T15:28:26Z_2hq3byfebne,2hq3byfebne,10/13/2024 3:28:26 ,13/10/2024 11:28,18.29000092,1014.522188,100
2024-10-13T15:43:54Z_2hq3byfebne,2hq3byfebne,10/13/2024 3:43:54 ,13/10/2024 11:43,18.68000031,1014.497031,100
2024-10-13T15:59:22Z_2hq3byfebne,2hq3byfebne,10/13/2024 3:59:22 ,13/10/2024 11:59,18.32999992,1014.337656,100
2024-10-13T16:14:50Z_2hq3byfebne,2hq3byfebne,10/13/2024 4:14:50 ,14/10/2024 12:14,18.20000076,1014.170078,100
2024-10-13T16:30:18Z_2hq3byfebne,2hq3byfebne,10/13/2024 4:30:18 ,14/10/2024 12:30,17.95999908,1014.037422,100
2024-10-13T16:45:46Z_2hq3byfebne,2hq3byfebne,10/13/2024 4:45:46 ,14/10/2024 12:45,18.10000038,1013.976094,100
2024-10-13T17:01:14Z_2hq3byfebne,2hq3byfebne,10/13/2024 5:01:14 ,14/10/2024 1:01,18.02000046,1013.879063,100
2024-10-13T17:16:42Z_2hq3byfebne,2hq3byfebne,10/13/2024 5:16:42 ,14/10/2024 1:16,17.79999924,1013.764219,100
2024-10-13T17:32:10Z_2hq3byfebne,2hq3byfebne,10/13/2024 5:32:10 ,14/10/2024 1:32,17.95000076,1013.641563,100
2024-10-13T17:47:38Z_2hq3byfebne,2hq3byfebne,10/13/2024 5:47:38 ,14/10/2024 1:47,17.95000076,1013.782422,100
2024-10-13T18:03:06Z_2hq3byfebne,2hq3byfebne,10/13/2024 6:03:06 ,14/10/2024 2:03,18.10000038,1013.606484,100
2024-10-13T18:18:34Z_2hq3byfebne,2hq3byfebne,10/13/2024 6:18:34 ,14/10/2024 2:18,17.80999947,1013.517813,100
2024-10-13T18:34:02Z_2hq3byfebne,2hq3byfebne,10/13/2024 6:34:02 ,14/10/2024 2:34,17.82999992,1013.245391,100
2024-10-13T18:49:30Z_2hq3byfebne,2hq3byfebne,10/13/2024 6:49:30 ,14/10/2024 2:49,17.70999908,1013.315313,100
2024-10-13T19:04:58Z_2hq3byfebne,2hq3byfebne,10/13/2024 7:04:58 ,14/10/2024 3:04,17.70000076,1013.253594,100
2024-10-13T19:20:26Z_2hq3byfebne,2hq3byfebne,10/13/2024 7:20:26 ,14/10/2024 3:20,17.63999939,1013.209375,100
2024-10-13T19:35:54Z_2hq3byfebne,2hq3byfebne,10/13/2024 7:35:54 ,14/10/2024 3:35,17.54000092,1013.191563,100
2024-10-13T19:51:22Z_2hq3byfebne,2hq3byfebne,10/13/2024 7:51:22 ,14/10/2024 3:51,17.45000076,1013.076719,100
2024-10-13T20:06:50Z_2hq3byfebne,2hq3byfebne,10/13/2024 8:06:50 ,14/10/2024 4:06,17.54999924,1013.182656,100
2024-10-13T20:22:18Z_2hq3byfebne,2hq3byfebne,10/13/2024 8:22:18 ,14/10/2024 4:22,17.56999969,1013.332344,100
2024-10-13T20:37:52Z_2hq3byfebne,2hq3byfebne,10/13/2024 8:37:52 ,14/10/2024 4:37,17.54999924,1013.305938,100
2024-10-13T20:53:14Z_2hq3byfebne,2hq3byfebne,10/13/2024 8:53:14 ,14/10/2024 4:53,17.43000031,1013.269844,100
2024-10-13T21:08:42Z_2hq3byfebne,2hq3byfebne,10/13/2024 9:08:42 ,14/10/2024 5:08,17.13999939,1013.382734,100
2024-10-13T21:24:10Z_2hq3byfebne,2hq3byfebne,10/13/2024 9:24:10 ,14/10/2024 5:24,16.95999908,1013.513594,100
2024-10-13T21:39:38Z_2hq3byfebne,2hq3byfebne,10/13/2024 9:39:38 ,14/10/2024 5:39,16.57999992,1013.475625,100
2024-10-13T21:55:06Z_2hq3byfebne,2hq3byfebne,10/13/2024 9:55:06 ,14/10/2024 5:55,15.76000023,1013.669063,100
2024-10-13T22:10:34Z_2hq3byfebne,2hq3byfebne,10/13/2024 10:10:34 ,14/10/2024 6:10,15.65999985,1013.633047,100
2024-10-13T22:26:02Z_2hq3byfebne,2hq3byfebne,10/13/2024 10:26:02 ,14/10/2024 6:26,16.73999977,1013.801797,100
2024-10-13T22:41:30Z_2hq3byfebne,2hq3byfebne,10/13/2024 10:41:30 ,14/10/2024 6:41,17.87000084,1013.966797,100
2024-10-13T22:56:58Z_2hq3byfebne,2hq3byfebne,10/13/2024 10:56:58 ,14/10/2024 6:56,19.35000038,1013.932656,100
2024-10-13T23:12:26Z_2hq3byfebne,2hq3byfebne,10/13/2024 11:12:26 ,14/10/2024 7:12,21.11000061,1014.143047,100
2024-10-13T23:28:00Z_2hq3byfebne,2hq3byfebne,10/13/2024 11:28:00 ,14/10/2024 7:28,21.51000023,1014.147656,100
2024-10-13T23:43:22Z_2hq3byfebne,2hq3byfebne,10/13/2024 11:43:22 ,14/10/2024 7:43,23.62000084,1013.999531,100
2024-10-13T23:58:50Z_2hq3byfebne,2hq3byfebne,10/13/2024 11:58:50 ,14/10/2024 7:58,23.28000069,1014.04125,100
2024-10-14T00:14:24Z_2hq3byfebne,2hq3byfebne,10/14/2024 12:14:24 ,14/10/2024 8:14,24.25,1013.976875,100
2024-10-14T00:29:46Z_2hq3byfebne,2hq3byfebne,10/14/2024 12:29:46 ,14/10/2024 8:29,24.65999985,1014.215781,100
2024-10-14T00:45:14Z_2hq3byfebne,2hq3byfebne,10/14/2024 12:45:14 ,14/10/2024 8:45,27.12000084,1014.26875,76.27246094
2024-10-14T01:00:42Z_2hq3byfebne,2hq3byfebne,10/14/2024 1:00:42 ,14/10/2024 9:00,28.69000053,1014.280703,71.6015625
2024-10-14T01:16:10Z_2hq3byfebne,2hq3byfebne,10/14/2024 1:16:10 ,14/10/2024 9:16,27.18000031,1014.490781,77.68847656
2024-10-14T01:31:38Z_2hq3byfebne,2hq3byfebne,10/14/2024 1:31:38 ,14/10/2024 9:31,25.12999916,1014.462578,96.73046875
2024-10-14T01:47:06Z_2hq3byfebne,2hq3byfebne,10/14/2024 1:47:06 ,14/10/2024 9:47,27.03000069,1014.709844,75.45605469
2024-10-14T02:02:35Z_2hq3byfebne,2hq3byfebne,10/14/2024 2:02:35 ,14/10/2024 10:02,25.21999931,1014.664609,100
2024-10-14T02:18:02Z_2hq3byfebne,2hq3byfebne,10/14/2024 2:18:02 ,14/10/2024 10:18,27.02000046,1014.780781,81.81347656
2024-10-14T02:33:30Z_2hq3byfebne,2hq3byfebne,10/14/2024 2:33:30 ,14/10/2024 10:33,27.62000084,1014.867656,76.65234375
2024-10-14T02:48:58Z_2hq3byfebne,2hq3byfebne,10/14/2024 2:48:58 ,14/10/2024 10:48,26.85000038,1014.662188,87.27832031
2024-10-14T03:04:26Z_2hq3byfebne,2hq3byfebne,10/14/2024 3:04:26 ,14/10/2024 11:04,27.76000023,1014.504922,82.26367188
2024-10-14T03:19:54Z_2hq3byfebne,2hq3byfebne,10/14/2024 3:19:54 ,14/10/2024 11:19,26.59000015,1014.464688,88.24511719
2024-10-14T03:35:22Z_2hq3byfebne,2hq3byfebne,10/14/2024 3:35:22 ,14/10/2024 11:35,27.75,1014.1475,82.125
2024-10-14T03:50:50Z_2hq3byfebne,2hq3byfebne,10/14/2024 3:50:50 ,14/10/2024 11:50,29.01000023,1014.097344,73.73632813
2024-10-14T04:06:18Z_2hq3byfebne,2hq3byfebne,10/14/2024 4:06:18 ,14/10/2024 12:06,25.27000046,1014.057969,100
2024-10-14T04:21:46Z_2hq3byfebne,2hq3byfebne,10/14/2024 4:21:46 ,14/10/2024 12:21,27,1013.925469,94.3125
2024-10-14T04:37:14Z_2hq3byfebne,2hq3byfebne,10/14/2024 4:37:14 ,14/10/2024 12:37,27.70999908,1013.693281,87.98046875
2024-10-14T04:52:42Z_2hq3byfebne,2hq3byfebne,10/14/2024 4:52:42 ,14/10/2024 12:52,27.52000046,1013.646719,91.04980469
2024-10-14T05:08:10Z_2hq3byfebne,2hq3byfebne,10/14/2024 5:08:10 ,14/10/2024 1:08,26.15999985,1013.613594,100
2024-10-14T05:23:38Z_2hq3byfebne,2hq3byfebne,10/14/2024 5:23:38 ,14/10/2024 1:23,25.70000076,1013.289688,100
2024-10-14T05:39:06Z_2hq3byfebne,2hq3byfebne,10/14/2024 5:39:06 ,14/10/2024 1:39,26.10000038,1013.187344,100
2024-10-14T05:54:34Z_2hq3byfebne,2hq3byfebne,10/14/2024 5:54:34 ,14/10/2024 1:54,25.87999916,1013.123594,100
2024-10-14T06:10:02Z_2hq3byfebne,2hq3byfebne,10/14/2024 6:10:02 ,14/10/2024 2:10,25.46999931,1012.957578,100
2024-10-14T06:25:30Z_2hq3byfebne,2hq3byfebne,10/14/2024 6:25:30 ,14/10/2024 2:25,25.69000053,1013.058281,100
2024-10-14T06:40:58Z_2hq3byfebne,2hq3byfebne,10/14/2024 6:40:58 ,14/10/2024 2:40,22.92000008,1013.285234,100
2024-10-14T06:56:26Z_2hq3byfebne,2hq3byfebne,10/14/2024 6:56:26 ,14/10/2024 2:56,20.62999916,1013.448594,100
2024-10-14T07:11:54Z_2hq3byfebne,2hq3byfebne,10/14/2024 7:11:54 ,14/10/2024 3:11,17.80999947,1013.913672,100
2024-10-14T07:27:22Z_2hq3byfebne,2hq3byfebne,10/14/2024 7:27:22 ,14/10/2024 3:27,16.76000023,1014.083281,100
2024-10-14T07:42:50Z_2hq3byfebne,2hq3byfebne,10/14/2024 7:42:50 ,14/10/2024 3:42,17.12999916,1014.076953,100
2024-10-14T07:58:24Z_2hq3byfebne,2hq3byfebne,10/14/2024 7:58:24 ,14/10/2024 3:58,16.93000031,1014.172344,100
2024-10-14T08:13:52Z_2hq3byfebne,2hq3byfebne,10/14/2024 8:13:52 ,14/10/2024 4:13,18.03000069,1014.011016,100
2024-10-14T08:29:20Z_2hq3byfebne,2hq3byfebne,10/14/2024 8:29:20 ,14/10/2024 4:29,18.35000038,1014.223125,100
2024-10-14T08:44:42Z_2hq3byfebne,2hq3byfebne,10/14/2024 8:44:42 ,14/10/2024 4:44,18.78000069,1014.365,100
2024-10-14T09:00:10Z_2hq3byfebne,2hq3byfebne,10/14/2024 9:00:10 ,14/10/2024 5:00,19.29999924,1014.417656,100
2024-10-14T09:15:38Z_2hq3byfebne,2hq3byfebne,10/14/2024 9:15:38 ,14/10/2024 5:15,19.45000076,1014.426094,100
2024-10-14T09:31:06Z_2hq3byfebne,2hq3byfebne,10/14/2024 9:31:06 ,14/10/2024 5:31,19.38999939,1014.452578,100
2024-10-14T09:46:34Z_2hq3byfebne,2hq3byfebne,10/14/2024 9:46:34 ,14/10/2024 5:46,18.54999924,1014.355938,100
